candidate,rationale,elapsed_s,project,params_json,native_export_log,name,substrate_h_mm,top_length_mm,top_width_mm,short_wall_width_mm,side_fence_length_mm,side_fence_enabled,feed_from_short_mm,feed_v_mm,feed_pad_radius_mm,port_width_mm,open_lip_height_mm,open_lip_width_mm,ground_radius_mm,total_height_limit_mm,epsr,tan_delta,s_csv,s11_worst_db,s11_worst_freq_ghz,s11_pass,ff_sample_count,all_phi_gain_total_min_dbi,all_phi_gain_total_min_theta_deg,all_phi_gain_total_min_phi_deg,best_270deg_window_start_phi_deg,best_270deg_window_stop_phi_deg,best_270deg_gain_total_min_dbi,best_270deg_gain_total_min_theta_deg,best_270deg_gain_total_min_phi_deg,default_0_270deg_gain_total_min_dbi,default_0_270deg_gain_total_min_theta_deg,default_0_270deg_gain_total_min_phi_deg,gain_pass,candidate_index,match_series_cap_pf,match_series_ind_nh,match_shunt_cap_pf,match_shunt_ind_nh,match_gap_mm,match_island_size_mm,match_series_width_mm,refresh_status,match_shunt_on_load_side
h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80,Lengthen and slightly widen the top plate to add capacitive loading while keeping the strong return wall.,101.38860607147217,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80_native_export.log,h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80,5.0,9.2,8.4,4.0,6.0,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l9p2_w8p4_sw4p0_fence6p0_feed8p80_native_s_parameters.csv,-4.79970267322405,8.0,False,730,-12.0443393390822,45.0,185.0,260.0,170.0,-8.8391038984444,45.0,260.0,-12.0443393390822,45.0,185.0,False,30,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40,Widen the top plate to increase edge capacitance and reduce the inductive input reactance.,96.43777418136597,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_native_export.log,h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40,5.0,8.8,10.0,4.0,6.0,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_native_s_parameters.csv,-5.03666832293065,8.0,False,730,-11.4524231268149,45.0,185.0,265.0,175.0,-8.27116043394559,90.0,175.0,-11.4524231268149,45.0,185.0,False,31,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40,Lower the board height around the best S11 geometry to test whether reduced vertical inductance improves the match.,102.44666838645935,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_export.log,h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40,4.5,8.8,8.0,4.0,6.0,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_s_parameters.csv,-6.29917610288546,8.0,False,730,-12.3797370350593,45.0,250.0,265.0,175.0,-9.19380645646678,90.0,175.0,-12.3797370350593,45.0,250.0,False,32,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20,Use a stronger short/side-wall return path with the feed pulled back slightly from the open edge.,106.79698729515076,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20_native_export.log,h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20,5.0,8.8,8.0,5.5,7.0,True,8.2,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w8p0_sw5p5_fence7p0_feed8p20_native_s_parameters.csv,-3.43996038473051,8.0,False,730,-11.767094775654,45.0,255.0,265.0,175.0,-10.2207812045202,45.0,265.0,-11.767094775654,45.0,255.0,False,33,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0,Add an open-edge lip to the best S11 geometry for extra capacitive loading at the high-impedance edge.,106.93064260482788,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0_native_export.log,h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0,5.0,8.8,8.0,4.0,6.0,True,8.4,0.0,0.3,0.55,1.0,1.6,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h5p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_lip1p0_native_s_parameters.csv,-5.08781172152709,8.0,False,730,-11.8314131867896,45.0,180.0,265.0,175.0,-9.29904793787347,90.0,175.0,-11.8314131867896,45.0,180.0,False,34,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40,Continue the height reduction trend from the h=4.5 mm best candidate to reduce inductive reactance.,107.11604166030884,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_export.log,h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40,4.0,8.8,8.0,4.0,6.0,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_s_parameters.csv,-8.53848857596687,8.0,False,730,-13.8064187220462,45.0,250.0,265.0,175.0,-8.85627497082352,90.0,175.0,-13.8064187220462,45.0,250.0,False,35,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40,Lower-profile limit check for the same short-wall PIFA mode.,111.59016060829163,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_export.log,h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40,3.5,8.8,8.0,4.0,6.0,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h3p5_l8p8_w8p0_sw4p0_fence6p0_feed8p40_native_s_parameters.csv,-10.9704456097873,8.0,True,730,-13.4411675595049,45.0,245.0,260.0,170.0,-8.57341024907654,45.0,260.0,-13.4411675595049,45.0,245.0,False,36,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00,Pull the h=4.5 mm best feed point back toward the short wall to reduce input resistance.,106.64653944969177,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00_native_export.log,h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00,4.5,8.8,8.0,4.0,6.0,True,8.0,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p00_native_s_parameters.csv,-5.44936825841375,8.0,False,730,-11.8962452508481,45.0,250.0,265.0,175.0,-8.93842770715936,45.0,265.0,-11.8962452508481,45.0,250.0,False,37,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20,Midpoint feed correction around the h=4.5 mm best candidate.,107.3582456111908,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20_native_export.log,h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20,4.5,8.8,8.0,4.0,6.0,True,8.2,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p20_native_s_parameters.csv,-5.81825744150041,8.0,False,730,-12.1763196935332,45.0,250.0,265.0,175.0,-8.86084412561942,45.0,265.0,-12.1763196935332,45.0,250.0,False,38,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48,Open-edge limit check around the h=4.5 mm best candidate.,107.52806639671326,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48_native_export.log,h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48,4.5,8.8,8.0,4.0,6.0,True,8.48,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw4p0_fence6p0_feed8p48_native_s_parameters.csv,-6.23374332915799,8.0,False,730,-12.5149000966516,45.0,250.0,265.0,175.0,-9.64715103273939,45.0,265.0,-12.5149000966516,45.0,250.0,False,39,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20,Combine lower height with a feed pull-back to target lower resistance and lower reactance together.,111.16952514648438,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20_native_export.log,h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20,4.0,8.8,8.0,4.0,6.0,True,8.2,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w8p0_sw4p0_fence6p0_feed8p20_native_s_parameters.csv,-8.07889295502122,8.0,False,730,-13.495980733357,45.0,250.0,265.0,175.0,-8.9537484467284,45.0,175.0,-13.495980733357,45.0,250.0,False,40,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40,Lower height plus wider top plate for extra capacitance at the open edge.,101.86121582984924,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_native_export.log,h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40,4.0,8.8,10.0,4.0,6.0,True,8.4,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p0_l8p8_w10p0_sw4p0_fence6p0_feed8p40_native_s_parameters.csv,-8.56040843762002,8.0,False,730,-12.7225450586184,45.0,250.0,265.0,175.0,-9.43657947564329,90.0,175.0,-12.7225450586184,45.0,250.0,False,41,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20,h=4.5 mm with stronger return wall and slightly pulled-back feed.,107.38793706893921,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20_native_export.log,h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20,4.5,8.8,8.0,5.5,7.0,True,8.2,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l8p8_w8p0_sw5p5_fence7p0_feed8p20_native_s_parameters.csv,-3.86625081945911,8.0,False,730,-13.1176049757368,45.0,250.0,265.0,175.0,-10.2964343499556,45.0,265.0,-13.1176049757368,45.0,250.0,False,42,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80,h=4.5 mm with longer/wider top loading to reduce reactance while preserving the near-edge feed.,107.10726499557495,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_native_export.log,h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80,4.5,9.2,8.4,4.0,6.0,True,8.8,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h4p5_l9p2_w8p4_sw4p0_fence6p0_feed8p80_native_s_parameters.csv,-6.35106011505842,8.0,False,730,-12.6123695565611,45.0,180.0,265.0,175.0,-9.50956355055887,90.0,175.0,-12.6123695565611,45.0,180.0,False,43,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost,Low-cost PCB edge/via-wall variant: keep the high-gain h=6.5 mm PIFA height and add stronger short/side walls to pull S11 toward 50 ohm without external metal parts.,113.3633496761322,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost_native_export.log,h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost,6.5,8.4,8.0,4.0,6.0,True,7.9,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w8p0_sw4p0_fence6p0_feed7p90_lowcost_native_s_parameters.csv,-2.44185686112121,8.0,False,730,-8.23150099349716,45.0,185.0,270.0,180.0,-6.48300408571893,45.0,270.0,-8.23150099349716,45.0,185.0,False,44,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost,Feed retune around the low-cost h=6.5 mm reinforced-wall PIFA to bracket the match near the open edge.,101.555748462677,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost_native_export.log,h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost,6.5,8.4,8.0,4.0,6.0,True,8.05,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w8p0_sw4p0_fence6p0_feed8p05_lowcost_native_s_parameters.csv,-2.53252268963458,8.0,False,730,-8.11907564448268,45.0,185.0,270.0,180.0,-7.06046838952551,45.0,270.0,-8.11907564448268,45.0,185.0,False,45,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost,Slightly longer capacitive top plate on the low-cost h=6.5 mm PIFA to improve match while preserving vertical low-elevation current.,96.32554817199707,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost_native_export.log,h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost,6.5,9.2,8.4,3.5,5.5,True,8.5,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l9p2_w8p4_sw3p5_fence5p5_feed8p50_lowcost_native_s_parameters.csv,-2.38501012638924,8.0,False,730,-7.75822629217531,45.0,190.0,265.0,175.0,-6.29247381378962,90.0,120.0,-7.75822629217531,45.0,190.0,False,46,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
h6p5_l8p4_w9p6_feed7p90_lowcost,Widen the h=6.5 mm high-gain PIFA aperture with standard PCB copper to reduce the corrected 270-degree gain hole.,102.26647877693176,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w9p6_feed7p90_lowcost.aedt,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\UWB_CH9_D44_THICK_PIFA_SINGLE_ELEMENT_h6p5_l8p4_w9p6_feed7p90_lowcost_params.json,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w9p6_feed7p90_lowcost_native_export.log,h6p5_l8p4_w9p6_feed7p90_lowcost,6.5,8.4,9.6,2.4,4.0,True,7.9,0.0,0.3,0.55,0.0,0.0,21.4,8.0,3.48,0.0037,D:\WorkSpace\HFSS Sim\UWB-Antenna-Simulation-By-HFSS\reports_d44_thick_pifa_single_element\h6p5_l8p4_w9p6_feed7p90_lowcost_native_s_parameters.csv,-2.01789249074072,8.0,False,730,-9.02862491385943,45.0,185.0,265.0,175.0,-6.40866724602609,90.0,120.0,-9.02862491385943,45.0,185.0,False,47,0.0,0.0,0.0,0.0,0.12,0.7,0.34,refreshed,
